"","celltype_gt","celltype","model"
"28543","Malignant","Malignant","clustifyr"
"28544","Malignant","Malignant","clustifyr"
"28545","Stromal","Malignant","clustifyr"
"28546","Malignant","Malignant","clustifyr"
"28547","Malignant","Malignant","clustifyr"
"28548","Malignant","Malignant","clustifyr"
"28549","Myoepi","Malignant","clustifyr"
"28550","Malignant","Malignant","clustifyr"
"28551","Malignant","Stromal","clustifyr"
"28552","Stromal","Stromal","clustifyr"
"28553","Malignant","Malignant","clustifyr"
"28554","Macrophage","Plasma","clustifyr"
"28555","Macrophage","T","clustifyr"
"28556","Malignant","Malignant","clustifyr"
"28557","Myoepi","Stromal","clustifyr"
"28558","T","T","clustifyr"
"28559","Macrophage","Macrophage","clustifyr"
"28560","Myoepi","Macrophage","clustifyr"
"28561","T","T","clustifyr"
"28562","T","T","clustifyr"
"28563","Malignant","Malignant","clustifyr"
"28564","Malignant","Malignant","clustifyr"
"28565","Plasma","Macrophage","clustifyr"
"28566","Malignant","Malignant","clustifyr"
"28567","Malignant","Stromal","clustifyr"
"28568","Macrophage","T","clustifyr"
"28569","T","T","clustifyr"
"28570","Malignant","Malignant","clustifyr"
"28571","T","T","clustifyr"
"28572","Stromal","Stromal","clustifyr"
"28573","B","T","clustifyr"
"28574","B","T","clustifyr"
"28575","T","Macrophage","clustifyr"
"28576","Stromal","Macrophage","clustifyr"
"28577","Malignant","Malignant","clustifyr"
"28578","Malignant","Malignant","clustifyr"
"28579","Stromal","T","clustifyr"
"28580","Malignant","Malignant","clustifyr"
"28581","Stromal","Malignant","clustifyr"
"28582","Malignant","Stromal","clustifyr"
"28583","T","T","clustifyr"
"28584","T","T","clustifyr"
"28585","Macrophage","Stromal","clustifyr"
"28586","B","Macrophage","clustifyr"
"28587","Malignant","Malignant","clustifyr"
"28588","Malignant","Malignant","clustifyr"
"28589","Stromal","Malignant","clustifyr"
"28590","Stromal","Stromal","clustifyr"
"28591","T","T","clustifyr"
"28592","Stromal","Stromal","clustifyr"
"28593","T","T","clustifyr"
"28594","Stromal","Stromal","clustifyr"
"28595","Malignant","Stromal","clustifyr"
"28596","Malignant","Stromal","clustifyr"
"28597","Stromal","Malignant","clustifyr"
"28598","Malignant","Malignant","clustifyr"
"28599","T","Macrophage","clustifyr"
"28600","T","T","clustifyr"
"28601","Malignant","Malignant","clustifyr"
"28602","T","Macrophage","clustifyr"
"28603","T","T","clustifyr"
"28604","Malignant","Malignant","clustifyr"
"28605","B","T","clustifyr"
"28606","Myoepi","Malignant","clustifyr"
"28607","Macrophage","T","clustifyr"
"28608","Malignant","Stromal","clustifyr"
"28609","Malignant","Malignant","clustifyr"
"28610","Myoepi","Malignant","clustifyr"
"28611","Malignant","Malignant","clustifyr"
"28612","Myoepi","Malignant","clustifyr"
"28613","T","B","clustifyr"
"28614","Malignant","Malignant","clustifyr"
"28615","Myoepi","Malignant","clustifyr"
"28616","Malignant","Malignant","clustifyr"
"28617","T","T","clustifyr"
"28618","T","T","clustifyr"
"28619","B","Stromal","clustifyr"
"28620","Malignant","Malignant","clustifyr"
"28621","Malignant","Malignant","clustifyr"
"28622","Myoepi","Malignant","clustifyr"
"28623","Malignant","Malignant","clustifyr"
"28624","Stromal","Stromal","clustifyr"
"28625","T","T","clustifyr"
"28626","T","T","clustifyr"
"28627","Stromal","Malignant","clustifyr"
"28628","Plasma","T","clustifyr"
"28629","Malignant","Malignant","clustifyr"
"28630","Macrophage","Macrophage","clustifyr"
"28631","Malignant","Malignant","clustifyr"
"28632","T","Macrophage","clustifyr"
"28633","T","T","clustifyr"
"28634","Stromal","Stromal","clustifyr"
"28635","Stromal","Malignant","clustifyr"
"28636","T","T","clustifyr"
"28637","Stromal","Stromal","clustifyr"
"28638","B","T","clustifyr"
"28639","T","T","clustifyr"
"28640","Macrophage","Macrophage","clustifyr"
"28641","Stromal","Stromal","clustifyr"
"28642","Malignant","Malignant","clustifyr"
"28643","Malignant","Malignant","clustifyr"
"28644","Stromal","Stromal","clustifyr"
"28645","T","B","clustifyr"
"28646","Stromal","Stromal","clustifyr"
"28647","T","Malignant","clustifyr"
"28648","Macrophage","Macrophage","clustifyr"
"28649","T","T","clustifyr"
"28650","T","T","clustifyr"
"28651","Malignant","Malignant","clustifyr"
"28652","T","T","clustifyr"
"28653","Macrophage","T","clustifyr"
"28654","Macrophage","B","clustifyr"
"28655","T","T","clustifyr"
"28656","Malignant","Malignant","clustifyr"
"28657","Stromal","Stromal","clustifyr"
"28658","T","B","clustifyr"
"28659","Malignant","Malignant","clustifyr"
"28660","Malignant","Malignant","clustifyr"
"28661","B","T","clustifyr"
"28662","Malignant","Stromal","clustifyr"
"28663","Malignant","Malignant","clustifyr"
"28664","Myoepi","Malignant","clustifyr"
"28665","Malignant","Malignant","clustifyr"
"28666","Stromal","Macrophage","clustifyr"
"28667","Myoepi","Malignant","clustifyr"
"28668","Stromal","Stromal","clustifyr"
"28669","B","Macrophage","clustifyr"
"28670","Malignant","Malignant","clustifyr"
"28671","B","T","clustifyr"
"28672","T","T","clustifyr"
"28673","T","T","clustifyr"
"28674","Malignant","Malignant","clustifyr"
"28675","T","B","clustifyr"
"28676","T","T","clustifyr"
"28677","T","T","clustifyr"
"28678","Malignant","Malignant","clustifyr"
"28679","Stromal","Stromal","clustifyr"
"28680","Malignant","Malignant","clustifyr"
"28681","Stromal","Stromal","clustifyr"
"28682","Malignant","Malignant","clustifyr"
"28683","Malignant","Malignant","clustifyr"
"28684","Myoepi","Malignant","clustifyr"
"28685","Stromal","Macrophage","clustifyr"
"28686","Malignant","Malignant","clustifyr"
"28687","Malignant","Malignant","clustifyr"
"28688","Malignant","Stromal","clustifyr"
"28689","Malignant","Stromal","clustifyr"
"28690","Macrophage","Macrophage","clustifyr"
"28691","T","T","clustifyr"
"28692","Malignant","Malignant","clustifyr"
"28693","T","T","clustifyr"
"28694","T","B","clustifyr"
"28695","Stromal","Macrophage","clustifyr"
"28696","T","Macrophage","clustifyr"
"28697","Malignant","Malignant","clustifyr"
"28698","Malignant","Malignant","clustifyr"
"28699","Malignant","Malignant","clustifyr"
"28700","Malignant","Malignant","clustifyr"
"28701","Malignant","Malignant","clustifyr"
"28702","T","T","clustifyr"
"28703","Malignant","Malignant","clustifyr"
"28704","Malignant","Stromal","clustifyr"
"28705","T","Macrophage","clustifyr"
"28706","B","Stromal","clustifyr"
"28707","Malignant","Malignant","clustifyr"
"28708","T","T","clustifyr"
"28709","T","Stromal","clustifyr"
"28710","Malignant","Malignant","clustifyr"
"28711","Myoepi","Malignant","clustifyr"
"28712","Malignant","Malignant","clustifyr"
"28713","Plasma","Macrophage","clustifyr"
"28714","B","Macrophage","clustifyr"
"28715","T","T","clustifyr"
"28716","Stromal","Stromal","clustifyr"
"28717","T","T","clustifyr"
"28718","Macrophage","Stromal","clustifyr"
"28719","Stromal","Malignant","clustifyr"
"28720","T","Malignant","clustifyr"
"28721","Macrophage","Macrophage","clustifyr"
"28722","Stromal","Stromal","clustifyr"
"28723","Plasma","Stromal","clustifyr"
"28724","Stromal","Stromal","clustifyr"
"28725","Malignant","Malignant","clustifyr"
"28726","T","T","clustifyr"
"28727","Myoepi","Malignant","clustifyr"
"28728","Malignant","Malignant","clustifyr"
"28729","T","T","clustifyr"
"28730","Malignant","Malignant","clustifyr"
"28731","Malignant","Stromal","clustifyr"
"28732","Myoepi","Malignant","clustifyr"
"28733","Malignant","Malignant","clustifyr"
"28734","Myoepi","Malignant","clustifyr"
"28735","Stromal","Stromal","clustifyr"
"28736","Malignant","Malignant","clustifyr"
"28737","Malignant","Malignant","clustifyr"
"28738","Stromal","Macrophage","clustifyr"
"28739","Malignant","Malignant","clustifyr"
"28740","Malignant","Malignant","clustifyr"
"28741","Malignant","Malignant","clustifyr"
"28742","T","T","clustifyr"
"28743","T","T","clustifyr"
"28744","T","T","clustifyr"
"28745","Plasma","Plasma","clustifyr"
"28746","Malignant","Malignant","clustifyr"
"28747","Stromal","Macrophage","clustifyr"
"28748","Stromal","Macrophage","clustifyr"
"28749","T","T","clustifyr"
"28750","Malignant","Malignant","clustifyr"
"28751","Stromal","Malignant","clustifyr"
"28752","Malignant","Malignant","clustifyr"
"28753","Malignant","Malignant","clustifyr"
"28754","Stromal","Stromal","clustifyr"
"28755","T","T","clustifyr"
"28756","Malignant","Malignant","clustifyr"
"28757","Malignant","Malignant","clustifyr"
"28758","Stromal","Stromal","clustifyr"
"28759","Stromal","Stromal","clustifyr"
"28760","T","Macrophage","clustifyr"
"28761","Macrophage","Stromal","clustifyr"
"28762","Stromal","Stromal","clustifyr"
"28763","Myoepi","Malignant","clustifyr"
"28764","Malignant","Malignant","clustifyr"
"28765","Macrophage","Malignant","clustifyr"
"28766","T","B","clustifyr"
"28767","T","T","clustifyr"
"28768","T","T","clustifyr"
"28769","Malignant","Malignant","clustifyr"
"28770","Plasma","Macrophage","clustifyr"
"28771","Malignant","Stromal","clustifyr"
"28772","Stromal","Stromal","clustifyr"
"28773","T","T","clustifyr"
"28774","Myoepi","Macrophage","clustifyr"
"28775","B","B","clustifyr"
"28776","Stromal","Stromal","clustifyr"
"28777","Macrophage","Stromal","clustifyr"
"28778","Malignant","Malignant","clustifyr"
"28779","Malignant","Malignant","clustifyr"
"28780","Stromal","Macrophage","clustifyr"
"28781","Malignant","Stromal","clustifyr"
"28782","Stromal","Macrophage","clustifyr"
"28783","T","Macrophage","clustifyr"
"28784","Macrophage","Stromal","clustifyr"
"28785","B","T","clustifyr"
"28786","Stromal","Stromal","clustifyr"
"28787","Stromal","Stromal","clustifyr"
"28788","DC_Mast","Plasma","clustifyr"
"28789","Malignant","Stromal","clustifyr"
"28790","Stromal","Malignant","clustifyr"
"28791","Malignant","Malignant","clustifyr"
"28792","Stromal","Stromal","clustifyr"
"28793","Malignant","Malignant","clustifyr"
"28794","Stromal","Stromal","clustifyr"
"28795","Myoepi","Malignant","clustifyr"
"28796","DC_Mast","Macrophage","clustifyr"
"28797","T","T","clustifyr"
"28798","Malignant","Stromal","clustifyr"
"28799","Malignant","Malignant","clustifyr"
"28800","Stromal","Stromal","clustifyr"
"28801","Stromal","Stromal","clustifyr"
"28802","Malignant","Malignant","clustifyr"
"28803","Stromal","Stromal","clustifyr"
"28804","Macrophage","T","clustifyr"
"28805","T","Stromal","clustifyr"
"28806","B","Macrophage","clustifyr"
"28807","Stromal","Stromal","clustifyr"
"28808","Stromal","Stromal","clustifyr"
"28809","Plasma","B","clustifyr"
"28810","Malignant","Malignant","clustifyr"
"28811","Malignant","Malignant","clustifyr"
"28812","T","T","clustifyr"
"28813","Malignant","Malignant","clustifyr"
"28814","B","Macrophage","clustifyr"
"28815","Macrophage","Macrophage","clustifyr"
"28816","Macrophage","Macrophage","clustifyr"
"28817","Stromal","Stromal","clustifyr"
"28818","Stromal","Stromal","clustifyr"
"28819","T","T","clustifyr"
"28820","Stromal","Stromal","clustifyr"
"28821","T","T","clustifyr"
"28822","Stromal","Stromal","clustifyr"
"28823","Stromal","Stromal","clustifyr"
"28824","T","Macrophage","clustifyr"
"28825","T","B","clustifyr"
"28826","Malignant","Malignant","clustifyr"
"28827","Malignant","Malignant","clustifyr"
"28828","Stromal","Stromal","clustifyr"
"28829","T","B","clustifyr"
"28830","Macrophage","Macrophage","clustifyr"
"28831","Macrophage","T","clustifyr"
"28832","B","T","clustifyr"
"28833","B","B","clustifyr"
"28834","Malignant","Malignant","clustifyr"
"28835","Stromal","Stromal","clustifyr"
"28836","Malignant","Malignant","clustifyr"
"28837","T","T","clustifyr"
"28838","T","B","clustifyr"
"28839","B","T","clustifyr"
"28840","Myoepi","Malignant","clustifyr"
"28841","Stromal","Stromal","clustifyr"
"28842","T","B","clustifyr"
"28843","T","Stromal","clustifyr"
"28844","Malignant","Malignant","clustifyr"
"28845","Stromal","Stromal","clustifyr"
"28846","Stromal","Stromal","clustifyr"
"28847","B","T","clustifyr"
"28848","Macrophage","Stromal","clustifyr"
"28849","Malignant","Malignant","clustifyr"
"28850","T","T","clustifyr"
"28851","Stromal","Stromal","clustifyr"
"28852","Malignant","Malignant","clustifyr"
"28853","T","T","clustifyr"
"28854","Stromal","Stromal","clustifyr"
"28855","Stromal","Stromal","clustifyr"
"28856","Myoepi","Malignant","clustifyr"
"28857","T","T","clustifyr"
"28858","Stromal","Stromal","clustifyr"
"28859","Malignant","Malignant","clustifyr"
"28860","DC_Mast","Plasma","clustifyr"
"28861","Malignant","Malignant","clustifyr"
"28862","Malignant","Malignant","clustifyr"
"28863","Myoepi","Malignant","clustifyr"
"28864","Malignant","Stromal","clustifyr"
"28865","T","T","clustifyr"
"28866","Stromal","Macrophage","clustifyr"
"28867","Malignant","Stromal","clustifyr"
"28868","Malignant","Malignant","clustifyr"
"28869","Macrophage","Macrophage","clustifyr"
"28870","B","Stromal","clustifyr"
"28871","Malignant","Malignant","clustifyr"
"28872","Malignant","Malignant","clustifyr"
"28873","Stromal","Stromal","clustifyr"
"28874","Stromal","Stromal","clustifyr"
"28875","Macrophage","Stromal","clustifyr"
"28876","T","Macrophage","clustifyr"
"28877","T","T","clustifyr"
"28878","Stromal","Stromal","clustifyr"
"28879","Stromal","Stromal","clustifyr"
"28880","Malignant","Malignant","clustifyr"
"28881","Malignant","Malignant","clustifyr"
"28882","T","T","clustifyr"
"28883","T","Macrophage","clustifyr"
"28884","Malignant","Stromal","clustifyr"
"28885","T","T","clustifyr"
"28886","T","Macrophage","clustifyr"
"28887","Malignant","Malignant","clustifyr"
"28888","Malignant","Malignant","clustifyr"
"28889","Stromal","Malignant","clustifyr"
"28890","Stromal","Macrophage","clustifyr"
"28891","Plasma","T","clustifyr"
"28892","Macrophage","Macrophage","clustifyr"
"28893","Malignant","Malignant","clustifyr"
"28894","Malignant","Malignant","clustifyr"
"28895","Stromal","Stromal","clustifyr"
"28896","Macrophage","Macrophage","clustifyr"
"28897","Malignant","Malignant","clustifyr"
"28898","Stromal","Stromal","clustifyr"
"28899","Malignant","Malignant","clustifyr"
"28900","Macrophage","Stromal","clustifyr"
"28901","Malignant","Malignant","clustifyr"
"28902","Malignant","Malignant","clustifyr"
"28903","T","T","clustifyr"
"28904","B","T","clustifyr"
"28905","Malignant","Malignant","clustifyr"
"28906","Malignant","Malignant","clustifyr"
"28907","Stromal","Stromal","clustifyr"
"28908","Malignant","Malignant","clustifyr"
"28909","Macrophage","T","clustifyr"
"28910","Stromal","Stromal","clustifyr"
"28911","Malignant","Malignant","clustifyr"
"28912","Malignant","Malignant","clustifyr"
"28913","Macrophage","Macrophage","clustifyr"
"28914","T","T","clustifyr"
"28915","Stromal","Macrophage","clustifyr"
"28916","Malignant","Malignant","clustifyr"
"28917","Malignant","Malignant","clustifyr"
"28918","Macrophage","Macrophage","clustifyr"
"28919","T","B","clustifyr"
"28920","Malignant","Malignant","clustifyr"
"28921","Stromal","Stromal","clustifyr"
"28922","Malignant","Malignant","clustifyr"
"28923","Macrophage","Stromal","clustifyr"
"28924","Malignant","Malignant","clustifyr"
"28925","Malignant","Malignant","clustifyr"
"28926","Stromal","Stromal","clustifyr"
"28927","Malignant","Malignant","clustifyr"
"28928","T","Malignant","clustifyr"
"28929","Myoepi","Malignant","clustifyr"
"28930","Malignant","Malignant","clustifyr"
"28931","Malignant","Malignant","clustifyr"
"28932","Malignant","Malignant","clustifyr"
"28933","T","T","clustifyr"
"28934","Plasma","Stromal","clustifyr"
"28935","Malignant","Malignant","clustifyr"
"28936","Malignant","Malignant","clustifyr"
"28937","T","Macrophage","clustifyr"
"28938","Malignant","Malignant","clustifyr"
"28939","Malignant","Malignant","clustifyr"
"28940","T","T","clustifyr"
"28941","T","T","clustifyr"
"28942","T","T","clustifyr"
"28943","Stromal","Stromal","clustifyr"
"28944","Malignant","Malignant","clustifyr"
"28945","Malignant","Malignant","clustifyr"
"28946","Plasma","Macrophage","clustifyr"
"28947","Stromal","Stromal","clustifyr"
"28948","T","T","clustifyr"
"28949","Malignant","Malignant","clustifyr"
"28950","B","B","clustifyr"
"28951","T","Macrophage","clustifyr"
"28952","Malignant","Malignant","clustifyr"
"28953","Stromal","Stromal","clustifyr"
"28954","Malignant","Stromal","clustifyr"
"28955","T","T","clustifyr"
"28956","T","T","clustifyr"
"28957","Malignant","Malignant","clustifyr"
"28958","Macrophage","Macrophage","clustifyr"
"28959","Macrophage","Stromal","clustifyr"
"28960","T","Macrophage","clustifyr"
"28961","Malignant","Malignant","clustifyr"
"28962","Macrophage","Stromal","clustifyr"
"28963","T","T","clustifyr"
"28964","Stromal","Stromal","clustifyr"
"28965","Malignant","Stromal","clustifyr"
"28966","T","T","clustifyr"
"28967","Macrophage","Macrophage","clustifyr"
"28968","T","Macrophage","clustifyr"
"28969","Macrophage","Macrophage","clustifyr"
"28970","Stromal","Stromal","clustifyr"
"28971","T","T","clustifyr"
"28972","B","Macrophage","clustifyr"
"28973","Malignant","Malignant","clustifyr"
"28974","Malignant","Malignant","clustifyr"
"28975","Stromal","Stromal","clustifyr"
"28976","T","Macrophage","clustifyr"
"28977","Myoepi","Malignant","clustifyr"
"28978","Malignant","Malignant","clustifyr"
"28979","T","T","clustifyr"
"28980","Stromal","Stromal","clustifyr"
"28981","Malignant","Malignant","clustifyr"
"28982","Malignant","Malignant","clustifyr"
"28983","Malignant","Malignant","clustifyr"
"28984","Stromal","Stromal","clustifyr"
"28985","Malignant","Malignant","clustifyr"
"28986","Malignant","Malignant","clustifyr"
"28987","T","T","clustifyr"
"28988","Myoepi","Stromal","clustifyr"
"28989","Macrophage","Macrophage","clustifyr"
"28990","Stromal","Stromal","clustifyr"
"28991","Malignant","Malignant","clustifyr"
"28992","Macrophage","Plasma","clustifyr"
"28993","T","Macrophage","clustifyr"
"28994","Stromal","Malignant","clustifyr"
"28995","Malignant","Malignant","clustifyr"
"28996","Malignant","Malignant","clustifyr"
"28997","Stromal","Stromal","clustifyr"
"28998","Myoepi","Malignant","clustifyr"
"28999","T","Macrophage","clustifyr"
"29000","T","T","clustifyr"
"29001","Stromal","Stromal","clustifyr"
"29002","Macrophage","Macrophage","clustifyr"
"29003","T","T","clustifyr"
"29004","Stromal","Macrophage","clustifyr"
"29005","Macrophage","Macrophage","clustifyr"
"29006","Stromal","Stromal","clustifyr"
"29007","T","Macrophage","clustifyr"
"29008","Myoepi","Malignant","clustifyr"
"29009","Stromal","Malignant","clustifyr"
"29010","T","T","clustifyr"
"29011","Myoepi","Malignant","clustifyr"
"29012","T","T","clustifyr"
"29013","Malignant","Malignant","clustifyr"
"29014","Myoepi","Malignant","clustifyr"
"29015","Macrophage","Stromal","clustifyr"
"29016","Malignant","Malignant","clustifyr"
"29017","Malignant","Malignant","clustifyr"
"29018","Stromal","Stromal","clustifyr"
"29019","Macrophage","Macrophage","clustifyr"
"29020","Plasma","Macrophage","clustifyr"
"29021","Stromal","Stromal","clustifyr"
"29022","T","T","clustifyr"
"29023","T","T","clustifyr"
"29024","Plasma","T","clustifyr"
"29025","Malignant","Malignant","clustifyr"
"29026","Malignant","Malignant","clustifyr"
"29027","Macrophage","Macrophage","clustifyr"
"29028","Malignant","Stromal","clustifyr"
"29029","T","T","clustifyr"
"29030","Myoepi","Stromal","clustifyr"
"29031","Malignant","Malignant","clustifyr"
"29032","T","T","clustifyr"
"29033","Malignant","Stromal","clustifyr"
"29034","Stromal","Stromal","clustifyr"
"29035","Stromal","Stromal","clustifyr"
"29036","Myoepi","Malignant","clustifyr"
"29037","Stromal","Stromal","clustifyr"
"29038","Malignant","Malignant","clustifyr"
"29039","Malignant","Malignant","clustifyr"
"29040","Macrophage","Malignant","clustifyr"
"29041","T","T","clustifyr"
"29042","T","T","clustifyr"
"29043","Stromal","Stromal","clustifyr"
"29044","Stromal","Stromal","clustifyr"
"29045","Plasma","T","clustifyr"
"29046","Malignant","Malignant","clustifyr"
"29047","Malignant","Malignant","clustifyr"
"29048","Macrophage","Stromal","clustifyr"
"29049","Malignant","Malignant","clustifyr"
"29050","Malignant","Malignant","clustifyr"
"29051","Plasma","Plasma","clustifyr"
"29052","Macrophage","Macrophage","clustifyr"
"29053","Plasma","Macrophage","clustifyr"
"29054","Malignant","Malignant","clustifyr"
"29055","Stromal","Stromal","clustifyr"
"29056","Plasma","Stromal","clustifyr"
"29057","Plasma","Plasma","clustifyr"
"29058","Malignant","Malignant","clustifyr"
"29059","Myoepi","Malignant","clustifyr"
"29060","T","T","clustifyr"
"29061","Stromal","Macrophage","clustifyr"
"29062","T","T","clustifyr"
"29063","Stromal","Stromal","clustifyr"
"29064","Macrophage","Stromal","clustifyr"
"29065","Malignant","Malignant","clustifyr"
"29066","T","T","clustifyr"
"29067","T","T","clustifyr"
"29068","Stromal","Stromal","clustifyr"
"29069","Malignant","Malignant","clustifyr"
"29070","Malignant","Malignant","clustifyr"
"29071","T","T","clustifyr"
"29072","Macrophage","Macrophage","clustifyr"
"29073","Macrophage","Stromal","clustifyr"
"29074","Malignant","Malignant","clustifyr"
"29075","Malignant","Malignant","clustifyr"
"29076","Malignant","Malignant","clustifyr"
"29077","Malignant","Malignant","clustifyr"
"29078","Malignant","Malignant","clustifyr"
"29079","Malignant","Malignant","clustifyr"
"29080","Macrophage","Macrophage","clustifyr"
"29081","B","Stromal","clustifyr"
"29082","B","B","clustifyr"
"29083","Malignant","Malignant","clustifyr"
"29084","Stromal","Stromal","clustifyr"
"29085","Malignant","Malignant","clustifyr"
"29086","Malignant","Malignant","clustifyr"
"29087","T","T","clustifyr"
"29088","Malignant","Malignant","clustifyr"
"29089","Stromal","Stromal","clustifyr"
"29090","Malignant","Malignant","clustifyr"
"29091","T","Malignant","clustifyr"
"29092","Macrophage","Macrophage","clustifyr"
"29093","Myoepi","Malignant","clustifyr"
"29094","Stromal","Stromal","clustifyr"
"29095","Plasma","Macrophage","clustifyr"
"29096","Stromal","Stromal","clustifyr"
"29097","Malignant","Malignant","clustifyr"
"29098","Malignant","Malignant","clustifyr"
"29099","Malignant","Malignant","clustifyr"
"29100","Malignant","Malignant","clustifyr"
"29101","T","Malignant","clustifyr"
"29102","Malignant","Stromal","clustifyr"
"29103","Malignant","Malignant","clustifyr"
"29104","Macrophage","Stromal","clustifyr"
"29105","T","T","clustifyr"
"29106","Malignant","Malignant","clustifyr"
"29107","B","T","clustifyr"
"29108","Plasma","Macrophage","clustifyr"
"29109","T","Stromal","clustifyr"
"29110","Stromal","Stromal","clustifyr"
"29111","Stromal","Stromal","clustifyr"
"29112","Stromal","Malignant","clustifyr"
"29113","T","T","clustifyr"
"29114","B","Macrophage","clustifyr"
"29115","Stromal","Stromal","clustifyr"
"29116","Malignant","Malignant","clustifyr"
"29117","T","T","clustifyr"
"29118","T","T","clustifyr"
"29119","Myoepi","Malignant","clustifyr"
"29120","Malignant","Malignant","clustifyr"
"29121","Stromal","Stromal","clustifyr"
"29122","T","T","clustifyr"
"29123","Stromal","Stromal","clustifyr"
"29124","Malignant","Malignant","clustifyr"
"29125","T","T","clustifyr"
"29126","Stromal","Stromal","clustifyr"
"29127","T","T","clustifyr"
"29128","Plasma","Plasma","clustifyr"
"29129","T","T","clustifyr"
"29130","Plasma","Plasma","clustifyr"
"29131","T","T","clustifyr"
"29132","Malignant","Stromal","clustifyr"
"29133","T","T","clustifyr"
"29134","Myoepi","Malignant","clustifyr"
"29135","Malignant","Malignant","clustifyr"
"29136","B","T","clustifyr"
"29137","Malignant","Malignant","clustifyr"
"29138","Malignant","Malignant","clustifyr"
"29139","Stromal","Stromal","clustifyr"
"29140","Malignant","Malignant","clustifyr"
"29141","T","Macrophage","clustifyr"
"29142","Stromal","Macrophage","clustifyr"
"29143","Stromal","B","clustifyr"
"29144","Malignant","Stromal","clustifyr"
"29145","Stromal","Stromal","clustifyr"
"29146","Myoepi","Malignant","clustifyr"
"29147","T","T","clustifyr"
"29148","B","T","clustifyr"
"29149","Plasma","Plasma","clustifyr"
"29150","Malignant","Malignant","clustifyr"
"29151","B","T","clustifyr"
"29152","Malignant","Malignant","clustifyr"
"29153","Malignant","Malignant","clustifyr"
"29154","Malignant","Malignant","clustifyr"
"29155","T","B","clustifyr"
"29156","Myoepi","Malignant","clustifyr"
"29157","Stromal","Stromal","clustifyr"
"29158","Plasma","Stromal","clustifyr"
"29159","T","Malignant","clustifyr"
"29160","T","B","clustifyr"
"29161","Malignant","Malignant","clustifyr"
"29162","Stromal","Malignant","clustifyr"
"29163","Malignant","Malignant","clustifyr"
"29164","Stromal","Stromal","clustifyr"
"29165","Malignant","Stromal","clustifyr"
"29166","T","Malignant","clustifyr"
"29167","Malignant","Malignant","clustifyr"
"29168","Stromal","Stromal","clustifyr"
"29169","T","T","clustifyr"
"29170","Malignant","Malignant","clustifyr"
"29171","Stromal","Stromal","clustifyr"
"29172","Stromal","Stromal","clustifyr"
"29173","Plasma","Plasma","clustifyr"
"29174","Stromal","Stromal","clustifyr"
"29175","Plasma","Macrophage","clustifyr"
"29176","T","T","clustifyr"
"29177","Malignant","Malignant","clustifyr"
"29178","Malignant","Malignant","clustifyr"
"29179","Malignant","Malignant","clustifyr"
"29180","T","B","clustifyr"
"29181","T","T","clustifyr"
"29182","Stromal","Stromal","clustifyr"
"29183","Macrophage","Macrophage","clustifyr"
"29184","T","Macrophage","clustifyr"
"29185","Malignant","Malignant","clustifyr"
"29186","Malignant","Malignant","clustifyr"
"29187","Malignant","Malignant","clustifyr"
"29188","Macrophage","Macrophage","clustifyr"
"29189","Macrophage","Macrophage","clustifyr"
"29190","Malignant","Malignant","clustifyr"
"29191","Malignant","Malignant","clustifyr"
"29192","Stromal","Malignant","clustifyr"
"29193","Plasma","Macrophage","clustifyr"
"29194","T","T","clustifyr"
"29195","Plasma","Malignant","clustifyr"
"29196","Myoepi","Malignant","clustifyr"
"29197","T","T","clustifyr"
"29198","T","T","clustifyr"
"29199","Malignant","Malignant","clustifyr"
"29200","Stromal","Stromal","clustifyr"
"29201","T","T","clustifyr"
"29202","Plasma","Plasma","clustifyr"
"29203","Stromal","Stromal","clustifyr"
"29204","Myoepi","Malignant","clustifyr"
"29205","T","T","clustifyr"
"29206","Stromal","Stromal","clustifyr"
"29207","Malignant","Malignant","clustifyr"
"29208","Malignant","Malignant","clustifyr"
"29209","T","Stromal","clustifyr"
"29210","Myoepi","Malignant","clustifyr"
"29211","Malignant","Malignant","clustifyr"
"29212","B","T","clustifyr"
"29213","Malignant","Malignant","clustifyr"
"29214","Myoepi","Malignant","clustifyr"
"29215","Stromal","Stromal","clustifyr"
"29216","Malignant","Malignant","clustifyr"
"29217","Stromal","Stromal","clustifyr"
"29218","Macrophage","T","clustifyr"
"29219","Malignant","Stromal","clustifyr"
"29220","T","T","clustifyr"
"29221","Malignant","Malignant","clustifyr"
"29222","Stromal","Macrophage","clustifyr"
"29223","Malignant","Malignant","clustifyr"
"29224","Myoepi","Malignant","clustifyr"
"29225","Macrophage","Macrophage","clustifyr"
"29226","Myoepi","Malignant","clustifyr"
"29227","T","Malignant","clustifyr"
"29228","Malignant","Malignant","clustifyr"
"29229","Malignant","Malignant","clustifyr"
"29230","Malignant","Malignant","clustifyr"
"29231","Malignant","Malignant","clustifyr"
"29232","T","T","clustifyr"
"29233","Malignant","Malignant","clustifyr"
"29234","T","Macrophage","clustifyr"
"29235","Malignant","Malignant","clustifyr"
"29236","DC_Mast","T","clustifyr"
"29237","Stromal","Macrophage","clustifyr"
"29238","Malignant","Malignant","clustifyr"
"29239","Malignant","Malignant","clustifyr"
"29240","T","T","clustifyr"
"29241","Stromal","Macrophage","clustifyr"
"29242","Myoepi","Malignant","clustifyr"
"29243","Malignant","Stromal","clustifyr"
"29244","Stromal","Stromal","clustifyr"
"29245","Macrophage","Macrophage","clustifyr"
"29246","Macrophage","Stromal","clustifyr"
"29247","Malignant","Malignant","clustifyr"
