"","gt","pred","this_gene"
"Cell_30110",0,0,"CD3E"
"Cell_30155",0,0,"CD3E"
"Cell_30181",0,0,"CD3E"
"Cell_30206",0,0,"CD3E"
"Cell_30180",0,0,"CD3E"
"Cell_30179",0,0,"CD3E"
"Cell_30203",0,0,"CD3E"
"Cell_30205",0,0,"CD3E"
"Cell_30226",0,0,"CD3E"
"Cell_30204",0,0,"CD3E"
"Cell_30243",0,0,"CD3E"
"Cell_30244",0,0.33629784,"CD3E"
"Cell_30245",0,0.7980027,"CD3E"
"Cell_30263",0,0,"CD3E"
"Cell_30264",0,0,"CD3E"
"Cell_30289",0,0,"CD3E"
"Cell_30265",0,0.2023303,"CD3E"
"Cell_30318",0,0,"CD3E"
"Cell_30333",0,0,"CD3E"
"Cell_30375",0,0,"CD3E"
"Cell_30319",0,0,"CD3E"
"Cell_30373",0,0,"CD3E"
"Cell_30374",0,0,"CD3E"
"Cell_30376",0,0,"CD3E"
"Cell_30392",0,0,"CD3E"
"Cell_30394",0,0,"CD3E"
"Cell_30353",2.5840863619006,1.1083544,"CD3E"
"Cell_30391",0,0,"CD3E"
"Cell_30393",0,0.014130354,"CD3E"
"Cell_30409",0,0,"CD3E"
"Cell_30410",0,0,"CD3E"
"Cell_30411",0,0.027408576,"CD3E"
"Cell_30412",0,0.013575718,"CD3E"
"Cell_30426",0,0,"CD3E"
"Cell_30428",0,0,"CD3E"
"Cell_30429",0,0.01913499,"CD3E"
"Cell_30427",0,0,"CD3E"
"Cell_30449",0.932385218540554,0,"CD3E"
"Cell_30484",0,0,"CD3E"
"Cell_30485",0,0,"CD3E"
"Cell_30467",0,0,"CD3E"
"Cell_30483",0,0.026663989,"CD3E"
"Cell_30486",0,0.25416753,"CD3E"
"Cell_30534",0,0,"CD3E"
"Cell_30535",0,0,"CD3E"
"Cell_30508",0,0,"CD3E"
"Cell_30574",0,0,"CD3E"
"Cell_30533",0,0,"CD3E"
"Cell_30509",0,0.06575107,"CD3E"
"Cell_30466",0,0,"CD3E"
"Cell_30594",0,0.14897084,"CD3E"
"Cell_30575",0,0.02234972,"CD3E"
"Cell_30620",0,0,"CD3E"
"Cell_30618",0,0,"CD3E"
"Cell_30619",0,0,"CD3E"
"Cell_30595",0,0,"CD3E"
"Cell_30621",0,0,"CD3E"
"Cell_30617",0,0,"CD3E"
"Cell_30666",0,0,"CD3E"
"Cell_30665",1.40086301840817,0.56069344,"CD3E"
"Cell_30664",0,0.18641189,"CD3E"
"Cell_30688",0,0,"CD3E"
"Cell_30687",0,0,"CD3E"
"Cell_30713",0,0,"CD3E"
"Cell_30714",0,0,"CD3E"
"Cell_30715",0,0,"CD3E"
"Cell_30716",0,0,"CD3E"
"Cell_30770",0,0,"CD3E"
"Cell_30773",0,0,"CD3E"
"Cell_30768",0,0,"CD3E"
"Cell_30769",0,0,"CD3E"
"Cell_30771",0,0,"CD3E"
"Cell_30772",0,0,"CD3E"
"Cell_30799",2.55712262148489,0.9803718,"CD3E"
"Cell_30814",0,0,"CD3E"
"Cell_30798",0,0,"CD3E"
"Cell_30815",0,0,"CD3E"
"Cell_30841",0,0,"CD3E"
"Cell_30840",0,0.06960222,"CD3E"
"Cell_30861",0,0,"CD3E"
"Cell_30862",0,0,"CD3E"
"Cell_30863",0,0,"CD3E"
"Cell_30860",0,0,"CD3E"
"Cell_30864",0,0,"CD3E"
"Cell_30883",0,0,"CD3E"
"Cell_30882",0,0,"CD3E"
"Cell_30920",0,0,"CD3E"
"Cell_30921",0,0.64549464,"CD3E"
"Cell_30922",0,0,"CD3E"
"Cell_30994",0,0,"CD3E"
"Cell_30967",0,0,"CD3E"
"Cell_30966",0,0,"CD3E"
"Cell_30964",0,0,"CD3E"
"Cell_30968",0,0,"CD3E"
"Cell_30965",0,0,"CD3E"
"Cell_30942",0,0.28161177,"CD3E"
"Cell_30941",0,0,"CD3E"
"Cell_30993",0,0,"CD3E"
"Cell_31020",0,0,"CD3E"
"Cell_31019",0,0,"CD3E"
"Cell_31037",0,0,"CD3E"
"Cell_31085",0,0,"CD3E"
"Cell_31081",0,0,"CD3E"
"Cell_31038",3.07932588290422,0.96888894,"CD3E"
"Cell_31082",0,0,"CD3E"
"Cell_31084",0,0,"CD3E"
"Cell_31086",0,0,"CD3E"
"Cell_31057",0,0,"CD3E"
"Cell_31137",0,0,"CD3E"
"Cell_31083",0,0.32075912,"CD3E"
"Cell_31113",0,0,"CD3E"
"Cell_31080",0,0,"CD3E"
"Cell_31112",0,0,"CD3E"
"Cell_31110",0,0,"CD3E"
"Cell_31111",0,0,"CD3E"
"Cell_31136",0,0,"CD3E"
"Cell_31138",0,0.0005058065,"CD3E"
"Cell_31162",0,0,"CD3E"
"Cell_31185",0,0,"CD3E"
"Cell_31163",0,0.004572451,"CD3E"
"Cell_31186",0,0,"CD3E"
"Cell_31213",0,0.28639612,"CD3E"
"Cell_31211",0,0,"CD3E"
"Cell_31212",0,0,"CD3E"
"Cell_31231",0,0,"CD3E"
"Cell_31274",0,0,"CD3E"
"Cell_31253",0,0.00777154,"CD3E"
"Cell_31273",0,0,"CD3E"
"Cell_31275",0,0,"CD3E"
"Cell_31290",0,0.017737657,"CD3E"
"Cell_31331",0,0,"CD3E"
"Cell_31289",0,0,"CD3E"
"Cell_31332",1.63869643400052,0.045854498,"CD3E"
"Cell_31314",0,0,"CD3E"
"Cell_31330",0,0,"CD3E"
"Cell_31349",0,0,"CD3E"
"Cell_31350",0,0,"CD3E"
"Cell_31333",0,0,"CD3E"
"Cell_31335",2.43602840352879,1.0141156,"CD3E"
"Cell_31348",0,0,"CD3E"
"Cell_31387",0,0,"CD3E"
"Cell_31391",0,0,"CD3E"
"Cell_31334",0,0.0962755,"CD3E"
"Cell_31410",0,0,"CD3E"
"Cell_31390",0,0,"CD3E"
"Cell_31388",0,0,"CD3E"
"Cell_31386",0,0,"CD3E"
"Cell_31392",0,0,"CD3E"
"Cell_31393",3.95743712473989,0.80427676,"CD3E"
"Cell_31364",3.30486335833342,0.931084,"CD3E"
"Cell_31363",0,0,"CD3E"
"Cell_31389",0,0,"CD3E"
"Cell_31422",0,0,"CD3E"
"Cell_31441",0,0.00087212626,"CD3E"
"Cell_31466",0,0,"CD3E"
"Cell_31440",0,0,"CD3E"
"Cell_31463",0,0.15223034,"CD3E"
"Cell_31464",0,0.04992344,"CD3E"
"Cell_31480",0,0.029122919,"CD3E"
"Cell_31482",0,0.01746777,"CD3E"
"Cell_31481",0,0,"CD3E"
"Cell_31530",0,0,"CD3E"
"Cell_31465",0,0.048907083,"CD3E"
"Cell_31527",0,0,"CD3E"
"Cell_31529",0,0,"CD3E"
"Cell_31554",0,0,"CD3E"
"Cell_31555",0,0.1712057,"CD3E"
"Cell_31528",0,0.005403006,"CD3E"
"Cell_31601",0,0,"CD3E"
"Cell_31642",0,0,"CD3E"
"Cell_31622",0,0,"CD3E"
"Cell_31602",0,0.033605844,"CD3E"
"Cell_31621",0,0,"CD3E"
"Cell_31643",0,0,"CD3E"
"Cell_31644",0,0,"CD3E"
"Cell_31662",0,0.2836393,"CD3E"
"Cell_31663",0,0,"CD3E"
"Cell_31664",0,0.16844168,"CD3E"
"Cell_31680",2.04982850634318,1.0164496,"CD3E"
"Cell_31704",0,0,"CD3E"
"Cell_31665",0,0.13319014,"CD3E"
"Cell_31702",2.1489326980197,0.29458246,"CD3E"
"Cell_31722",0,0,"CD3E"
"Cell_31750",0,0,"CD3E"
"Cell_31723",0,0.06559054,"CD3E"
"Cell_31749",0,0,"CD3E"
"Cell_31767",0,0,"CD3E"
"Cell_31748",0,0,"CD3E"
"Cell_31810",0.498998896130944,0,"CD3E"
"Cell_31833",0,0.0756461,"CD3E"
"Cell_31812",0,0.041651048,"CD3E"
"Cell_31832",0,0,"CD3E"
"Cell_31847",0,0,"CD3E"
"Cell_31848",0.729620429741077,0,"CD3E"
"Cell_31895",0,0,"CD3E"
"Cell_31849",0,0,"CD3E"
"Cell_31867",0,0,"CD3E"
"Cell_31866",0,0,"CD3E"
"Cell_31811",2.94244691931276,0.24139991,"CD3E"
"Cell_31894",0,0,"CD3E"
"Cell_31939",0,0,"CD3E"
"Cell_31937",0,0,"CD3E"
"Cell_31967",0,0,"CD3E"
"Cell_31990",0,0,"CD3E"
"Cell_31940",0,0.12582676,"CD3E"
"Cell_31968",0,0,"CD3E"
"Cell_32010",0,0.040160008,"CD3E"
"Cell_32011",0,0,"CD3E"
"Cell_32033",0,0,"CD3E"
"Cell_32032",0,0,"CD3E"
"Cell_32046",0,0,"CD3E"
"Cell_32059",0,0,"CD3E"
"Cell_32080",0,0.032115877,"CD3E"
"Cell_32078",0,0,"CD3E"
"Cell_32060",0,0.07717971,"CD3E"
"Cell_32081",0,0,"CD3E"
"Cell_32079",0,0,"CD3E"
"Cell_32111",0,0,"CD3E"
"Cell_32110",0,0.0017380879,"CD3E"
"Cell_32077",0,0.17639986,"CD3E"
"Cell_32112",0,0,"CD3E"
"Cell_32128",0,0,"CD3E"
"Cell_32113",0,0,"CD3E"
"Cell_32147",0,0,"CD3E"
"Cell_32148",0,0,"CD3E"
"Cell_32170",0,0,"CD3E"
"Cell_32166",0,0.019319523,"CD3E"
"Cell_32191",0,0.0020807297,"CD3E"
"Cell_32169",0,0,"CD3E"
"Cell_32168",0,0.7370347,"CD3E"
"Cell_32192",0,0.051736522,"CD3E"
"Cell_32226",0,0,"CD3E"
"Cell_32225",0,0,"CD3E"
"Cell_32227",0,0,"CD3E"
"Cell_32249",1.29624724001587,0,"CD3E"
"Cell_32250",0,0,"CD3E"
"Cell_32311",0,0.18345897,"CD3E"
"Cell_32264",0,0.079763785,"CD3E"
"Cell_32285",2.08165905326547,1.0153155,"CD3E"
"Cell_32284",0,0.038499307,"CD3E"
"Cell_32287",0,0.01811269,"CD3E"
"Cell_32346",0,0.080775596,"CD3E"
"Cell_32329",0,0.031486087,"CD3E"
"Cell_32375",0,0.089637995,"CD3E"
"Cell_32374",0,0.16860692,"CD3E"
"Cell_32347",0,0.1325401,"CD3E"
"Cell_32461",0.662779035342892,0,"CD3E"
"Cell_32391",0,0.3424302,"CD3E"
"Cell_32310",0,0.21211047,"CD3E"
"Cell_32392",2.28001714339399,0.39808175,"CD3E"
"Cell_32432",0,0.014235067,"CD3E"
"Cell_32460",3.29183764271115,0.3296629,"CD3E"
"Cell_32393",0,0.09986722,"CD3E"
"Cell_32458",2.09801183022771,0.94141275,"CD3E"
"Cell_32483",0,0,"CD3E"
"Cell_32500",0,0,"CD3E"
"Cell_32484",0,0,"CD3E"
"Cell_32485",0,0,"CD3E"
"Cell_32501",0,0,"CD3E"
"Cell_32544",0,0,"CD3E"
"Cell_32519",0,0.102076374,"CD3E"
"Cell_32520",0,0,"CD3E"
"Cell_32542",2.04982850634318,1.1547136,"CD3E"
"Cell_32570",0,0.14466365,"CD3E"
"Cell_32541",0,0.37489995,"CD3E"
"Cell_32593",2.39745593167787,0.27117887,"CD3E"
"Cell_32654",0,0,"CD3E"
"Cell_32624",0,0.0657089,"CD3E"
"Cell_32637",0,0.08555831,"CD3E"
"Cell_32625",0,0.06616954,"CD3E"
"Cell_32652",0,0.10202738,"CD3E"
"Cell_32653",4.0864732808653,0.6553511,"CD3E"
"Cell_32697",0,0,"CD3E"
"Cell_32682",0,0.096140884,"CD3E"
"Cell_32696",3.1925432699733,0.7844023,"CD3E"
"Cell_32721",0,0,"CD3E"
"Cell_32722",0,0,"CD3E"
"Cell_32748",1.82436041645066,0.47942343,"CD3E"
"Cell_32790",0,0,"CD3E"
"Cell_32789",0,0.08020268,"CD3E"
"Cell_32834",0,0,"CD3E"
"Cell_32820",0,0.53113145,"CD3E"
"Cell_32833",1.65777325044062,1.0433686,"CD3E"
"Cell_32832",3.68025007766374,0.9164505,"CD3E"
"Cell_32866",0,0,"CD3E"
"Cell_32865",0,0.26803508,"CD3E"
"Cell_32886",0,0.18097615,"CD3E"
"Cell_32922",0,0.019018643,"CD3E"
"Cell_32940",0,0.01733032,"CD3E"
"Cell_32907",2.94722913189695,1.0485061,"CD3E"
"Cell_32982",0,0.13854308,"CD3E"
"Cell_32981",0,0,"CD3E"
"Cell_33000",0,0.06299928,"CD3E"
"Cell_33026",0,0,"CD3E"
"Cell_33024",0,0.21816957,"CD3E"
"Cell_33025",0,0.76295197,"CD3E"
"Cell_33048",0,0,"CD3E"
"Cell_33107",0,0.015244806,"CD3E"
"Cell_33156",3.72392087815512,0.64408994,"CD3E"
"Cell_33157",0,0,"CD3E"
"Cell_33134",1.20943836768656,0.15856159,"CD3E"
"Cell_33158",0.87898652373279,0.11659326,"CD3E"
"Cell_33179",0,0,"CD3E"
"Cell_33180",0,0.0103721265,"CD3E"
"Cell_33194",0,0.08811737,"CD3E"
"Cell_33195",0,0.18375926,"CD3E"
"Cell_33214",0,0.055738565,"CD3E"
"Cell_33234",2.00414289726222,0.9302252,"CD3E"
"Cell_33235",0,0.12606774,"CD3E"
"Cell_33300",1.20699934157027,0.44138327,"CD3E"
"Cell_33299",3.15508596422249,0.5709101,"CD3E"
"Cell_33342",0,0,"CD3E"
"Cell_33365",0,0,"CD3E"
"Cell_33389",0,0.057063352,"CD3E"
"Cell_33388",2.55712262148489,0.82542384,"CD3E"
"Cell_33417",0,0.010615212,"CD3E"
"Cell_33407",0,0,"CD3E"
"Cell_33390",0.973948676192818,0.6687201,"CD3E"
"Cell_33452",0,0.5689842,"CD3E"
"Cell_33476",0.736545113934526,0.015261543,"CD3E"
"Cell_33523",0,0.20680825,"CD3E"
"Cell_33544",0,0,"CD3E"
"Cell_33545",0,0.1427212,"CD3E"
"Cell_33524",0,0.906374,"CD3E"
"Cell_33556",0,0.07056161,"CD3E"
"Cell_33607",0,0.017057557,"CD3E"
"Cell_33581",0,0.9023245,"CD3E"
"Cell_33582",0,0.089101,"CD3E"
"Cell_33580",0,0.114835456,"CD3E"
"Cell_33606",0,0.13465814,"CD3E"
"Cell_33627",0,0.060109403,"CD3E"
"Cell_33641",4.35032910973316,0.8968487,"CD3E"
"Cell_33658",3.77431909818203,0.6327333,"CD3E"
"Cell_33680",3.76918638293362,1.0913571,"CD3E"
"Cell_33761",2.06560089848364,1.0435115,"CD3E"
"Cell_33816",3.17678817503868,1.0702131,"CD3E"
"Cell_33835",0,0.07359826,"CD3E"
"Cell_33762",0,0.12421043,"CD3E"
"Cell_33851",3.65834165789955,1.1835728,"CD3E"
"Cell_33836",0,0.16896088,"CD3E"
"Cell_33863",1.3746452808056,0.17849673,"CD3E"
"Cell_33880",3.65197147864996,1.0583868,"CD3E"
"Cell_33929",0,0.11145931,"CD3E"
"Cell_33908",4.0864732808653,1.1084808,"CD3E"
"Cell_33930",3.18070687371641,0.94054645,"CD3E"
"Cell_34012",0.741827410617551,0.18439053,"CD3E"
"Cell_34013",2.97636205050854,0.15376368,"CD3E"
"Cell_34027",2.69955009610506,1.0538687,"CD3E"
"Cell_34063",0,0.70411223,"CD3E"
"Cell_34082",0,0.11130512,"CD3E"
"Cell_34083",3.05796847072319,0.53756166,"CD3E"
"Cell_34134",0,0.08669607,"CD3E"
"Cell_34133",0,0.67777514,"CD3E"
"Cell_34199",0,0.090234265,"CD3E"
"Cell_34223",0,0.123471074,"CD3E"
"Cell_34179",0,0.34805378,"CD3E"
"Cell_34180",2.10131854808194,0.41253725,"CD3E"
"Cell_34249",2.5840863619006,0.13567218,"CD3E"
"Cell_34266",3.51961213190332,0.10393424,"CD3E"
"Cell_34222",0,0.3756557,"CD3E"
"Cell_34200",0,0.6055419,"CD3E"
"Cell_34306",0,0.10871247,"CD3E"
"Cell_34287",0,1.1165465,"CD3E"
"Cell_34352",3.06859695971228,0.80282825,"CD3E"
"Cell_34395",3.22471081129985,1.0274581,"CD3E"
"Cell_34520",0,0.06390328,"CD3E"
"Cell_34521",0,0.304972,"CD3E"
"Cell_34524",0,0.119896226,"CD3E"
"Cell_34542",0,0.11791941,"CD3E"
"Cell_34519",4.03802777602107,0.75576854,"CD3E"
"Cell_34523",2.27002040675713,0.9878341,"CD3E"
"Cell_34543",3.34482685976452,0.97101706,"CD3E"
"Cell_34522",2.57051599904618,0.71718466,"CD3E"
"Cell_34591",0,0.106907785,"CD3E"
"Cell_34592",2.84652706599,1.0807192,"CD3E"
"Cell_34672",0,0.28524563,"CD3E"
"Cell_34671",2.26671145463957,1.2000015,"CD3E"
"Cell_34715",3.03010413876439,1.1270914,"CD3E"
"Cell_34692",2.39745593167787,1.1155602,"CD3E"
"Cell_34694",3.11583688466692,1.0987145,"CD3E"
"Cell_34695",2.48026363152708,0.84273547,"CD3E"
"Cell_34732",0,0.091624364,"CD3E"
"Cell_34693",0,0.59678835,"CD3E"
"Cell_34803",0.758149546901996,0.08926027,"CD3E"
"Cell_34802",0,0.09576537,"CD3E"
"Cell_34750",0,0.12026203,"CD3E"
"Cell_34855",3.07216202349379,1.1356407,"CD3E"
"Cell_34873",1.53364807766066,0.24615233,"CD3E"
"Cell_34854",0,1.0649639,"CD3E"
"Cell_34856",0,0.13813595,"CD3E"
"Cell_34872",0,0.24553585,"CD3E"
"Cell_34871",0,0.09919563,"CD3E"
"Cell_34874",0,0.24768424,"CD3E"
"Cell_34897",2.84652706599,1.0056822,"CD3E"
"Cell_34896",1.26857152716046,0.13257043,"CD3E"
"Cell_34928",0,0.5147595,"CD3E"
"Cell_34963",0,0.10646266,"CD3E"
"Cell_34946",0,0.067858145,"CD3E"
"Cell_34929",0,0.0643771,"CD3E"
"Cell_34962",2.39745593167787,0.58300996,"CD3E"
"Cell_35003",0,0.09680734,"CD3E"
"Cell_34964",0,0.0896435,"CD3E"
"Cell_34985",0,0.10848832,"CD3E"
"Cell_35004",0,0.08689381,"CD3E"
"Cell_35042",0,0.100257866,"CD3E"
"Cell_35043",0,0.10469431,"CD3E"
"Cell_35079",1.93984399833713,0.09026041,"CD3E"
"Cell_35081",0,0.2738336,"CD3E"
"Cell_35077",0,0.12818441,"CD3E"
"Cell_35107",3.41457998508354,0.6284277,"CD3E"
"Cell_35148",0,0.13561128,"CD3E"
"Cell_35078",1.88008686778666,0.16522524,"CD3E"
"Cell_35171",0,0.16183154,"CD3E"
"Cell_35147",2.85825290035827,0.7699367,"CD3E"
"Cell_35188",0,0.07559361,"CD3E"
"Cell_35189",3.88166292655032,1.0103457,"CD3E"
"Cell_35204",3.5578336609314,1.0956806,"CD3E"
"Cell_35205",3.32334480720496,1.0376971,"CD3E"
"Cell_35231",0,0.8176932,"CD3E"
"Cell_35246",0,0.084653616,"CD3E"
"Cell_35281",4.16275367975176,0.88097537,"CD3E"
"Cell_35306",1.22680820782457,0.52742237,"CD3E"
"Cell_35307",3.51961213190332,0.77233136,"CD3E"
"Cell_35308",0,0.10831249,"CD3E"
"Cell_35330",3.03010413876439,0.9830443,"CD3E"
"Cell_35349",4.24941875104399,1.0586332,"CD3E"
"Cell_35350",2.42041822173818,0.24114232,"CD3E"
"Cell_35367",4.08154540906643,1.1330723,"CD3E"
"Cell_35390",0.729620429741077,0.10037947,"CD3E"
"Cell_35407",0,0.58389044,"CD3E"
"Cell_35408",3.9686420559865,0.86043894,"CD3E"
"Cell_35406",0,0.074337244,"CD3E"
"Cell_35444",0,0.25625318,"CD3E"
"Cell_35475",0,0.100521676,"CD3E"
"Cell_35476",3.53539177795883,0.9695385,"CD3E"
"Cell_35498",0,0.96068805,"CD3E"
"Cell_35599",0.712876556400978,0.08172204,"CD3E"
"Cell_35618",0,0.10923789,"CD3E"
"Cell_35667",0,0.06151979,"CD3E"
"Cell_35725",2.2601280735994,1.0910344,"CD3E"
"Cell_35726",3.72392087815512,1.0401366,"CD3E"
"Cell_35779",3.11469588692038,0.3423439,"CD3E"
"Cell_35799",0,0.17494941,"CD3E"
"Cell_35901",2.07359371101168,0.54142654,"CD3E"
"Cell_36077",1.59305644965443,0.2466501,"CD3E"
"Cell_36041",1.49025200346018,0.086686514,"CD3E"
"Cell_36058",0.681633921823133,0.21318638,"CD3E"
"Cell_36096",0,0.18181334,"CD3E"
"Cell_36174",4.01447672299024,1.0336682,"CD3E"
"Cell_36175",0,0.42668954,"CD3E"
"Cell_36196",0,0.4483672,"CD3E"
"Cell_36271",0,0.08921603,"CD3E"
"Cell_36292",0,0.11294111,"CD3E"
"Cell_36315",1.13407706058409,0.12936094,"CD3E"
"Cell_36334",0,0.10570671,"CD3E"
"Cell_36369",3.58399871874742,0.10542482,"CD3E"
"Cell_36428",0,0.09617466,"CD3E"
"Cell_19143",2.61177476342774,0.55115217,"CD3E"
"Cell_19144",0,0.005828805,"CD3E"
"Cell_19111",0,0,"CD3E"
"Cell_19178",0,0,"CD3E"
"Cell_19179",0,0.02722974,"CD3E"
"Cell_19181",0,0.009114026,"CD3E"
"Cell_19182",0,0,"CD3E"
"Cell_19224",0,0,"CD3E"
"Cell_19203",0,0.013531289,"CD3E"
"Cell_19204",0,0.00014961809,"CD3E"
"Cell_19242",0,0,"CD3E"
"Cell_19208",0,0.58984137,"CD3E"
"Cell_19206",1.27948952349769,1.1955447,"CD3E"
"Cell_19205",0,0.20026855,"CD3E"
"Cell_19225",0,0,"CD3E"
"Cell_19207",0,0.34595257,"CD3E"
"Cell_19180",0,0.038966212,"CD3E"
"Cell_19145",1.19734635721158,0.09648814,"CD3E"
"Cell_19243",0,0.00223713,"CD3E"
"Cell_19226",0,0.14605026,"CD3E"
"Cell_19258",0,0.09529477,"CD3E"
"Cell_19161",0,0.0751872,"CD3E"
"Cell_19279",1.97496840878058,0.862435,"CD3E"
"Cell_19294",1.69237156186108,0.9433796,"CD3E"
"Cell_19313",0,0.123476624,"CD3E"
"Cell_19327",0,0.016728943,"CD3E"
"Cell_19343",0,0.04637479,"CD3E"
"Cell_19385",0,0,"CD3E"
"Cell_19472",0,0.023777856,"CD3E"
"Cell_19505",0,0.04334439,"CD3E"
"Cell_19490",0,0.41675422,"CD3E"
"Cell_19506",0,0,"CD3E"
"Cell_19504",0,0.020094573,"CD3E"
"Cell_19507",0,0.12973683,"CD3E"
"Cell_19527",0,0.02389029,"CD3E"
"Cell_19528",0,0.117618755,"CD3E"
"Cell_19567",0,0.0008291662,"CD3E"
"Cell_19545",0,0.012815708,"CD3E"
"Cell_19566",0,0.008663806,"CD3E"
"Cell_19599",0,0.10691557,"CD3E"
"Cell_19616",0,0.20153025,"CD3E"
"Cell_19636",0,0.078303196,"CD3E"
"Cell_19600",0,0.12053883,"CD3E"
"Cell_19656",0,0.07121945,"CD3E"
"Cell_19615",0,0,"CD3E"
"Cell_19707",0,0.013279778,"CD3E"
"Cell_19754",0,0.6534402,"CD3E"
"Cell_19775",0.958670562621838,0.10242169,"CD3E"
"Cell_19815",0,1.0349616,"CD3E"
"Cell_19862",0,0.066591404,"CD3E"
"Cell_19877",1.40086301840817,0.13871916,"CD3E"
"Cell_19910",0,0.054351132,"CD3E"
"Cell_19911",0,0.21579388,"CD3E"
"Cell_19951",0,0.108007334,"CD3E"
"Cell_19952",0,0.02481854,"CD3E"
"Cell_19970",2.03433339821107,0.50531375,"CD3E"
"Cell_20004",0,0.22185662,"CD3E"
"Cell_20003",0,0,"CD3E"
"Cell_20005",2.52224215950413,0.39042112,"CD3E"
"Cell_20044",0,0.03237517,"CD3E"
"Cell_20028",0,0.08163204,"CD3E"
"Cell_20043",0,0.092263155,"CD3E"
"Cell_20045",0,0.007472766,"CD3E"
"Cell_20074",0,0.043130193,"CD3E"
"Cell_20075",2.20286586380089,1.116588,"CD3E"
"Cell_20100",0,0.54262036,"CD3E"
"Cell_20137",0,0.010632479,"CD3E"
"Cell_20154",0,0,"CD3E"
"Cell_20138",3.53539177795883,1.0387872,"CD3E"
"Cell_20155",0,0.23211773,"CD3E"
"Cell_20174",0,0.090185545,"CD3E"
"Cell_20195",0,0,"CD3E"
"Cell_20194",3.61751383215564,0.7281832,"CD3E"
"Cell_20235",0,0.11747497,"CD3E"
"Cell_20234",2.82917147182371,0.7011592,"CD3E"
"Cell_20231",0,0.053340208,"CD3E"
"Cell_20232",0,0.0425479,"CD3E"
"Cell_20233",0,0.11508266,"CD3E"
"Cell_20269",1.30193768751801,1.0793667,"CD3E"
"Cell_20284",0,0.101921655,"CD3E"
"Cell_20283",3.27469161926939,0.46450472,"CD3E"
"Cell_20301",2.79527117359601,0.15351453,"CD3E"
"Cell_20299",0,0.01995546,"CD3E"
"Cell_20298",0,1.0468624,"CD3E"
"Cell_20322",0,0.0112763,"CD3E"
"Cell_20337",3.29183764271115,0.8153766,"CD3E"
"Cell_20368",1.81839795926117,0.39182785,"CD3E"
"Cell_20402",0,0,"CD3E"
"Cell_20440",2.61177476342774,0.5363356,"CD3E"
"Cell_20400",2.03433339821107,1.2096056,"CD3E"
"Cell_20420",1.38110033134675,0.323487,"CD3E"
"Cell_20478",0,0.23529199,"CD3E"
"Cell_20479",0,0.13505535,"CD3E"
"Cell_20518",1.55850485182129,0.139419,"CD3E"
"Cell_20539",2.91262932036956,1.1223261,"CD3E"
"Cell_20593",2.93768521145074,1.1682917,"CD3E"
"Cell_20609",0,0.57243186,"CD3E"
"Cell_20648",1.77785867539154,1.0366925,"CD3E"
"Cell_20760",0,0.42541394,"CD3E"
"Cell_20778",0,0.16994922,"CD3E"
"Cell_20777",0,0.15557127,"CD3E"
"Cell_20813",2.97636205050854,0.8935299,"CD3E"
"Cell_20793",0,0.102200866,"CD3E"
"Cell_20836",0,0.1271365,"CD3E"
"Cell_20881",0,0.08279583,"CD3E"
"Cell_20878",0,0.8926104,"CD3E"
"Cell_20879",3.28152000399655,1.1142517,"CD3E"
"Cell_20930",0,0.6408744,"CD3E"
"Cell_20931",0,0.08401507,"CD3E"
"Cell_20971",2.9665662406667,1.025123,"CD3E"
"Cell_20970",0,0.075339966,"CD3E"
"Cell_21003",0,1.0832888,"CD3E"
"Cell_20972",0,1.2103218,"CD3E"
"Cell_21016",0,0.079654895,"CD3E"
"Cell_21076",0,0.044382606,"CD3E"
"Cell_21121",3.07932588290422,1.1785575,"CD3E"
"Cell_21165",0,0.5336835,"CD3E"
"Cell_21181",2.5840863619006,0.7967029,"CD3E"
"Cell_21199",2.30033149995816,1.1009071,"CD3E"
"Cell_21198",2.69955009610506,0.9498814,"CD3E"
"Cell_21214",3.1925432699733,0.7393699,"CD3E"
"Cell_21215",2.36398943971639,0.8892708,"CD3E"
"Cell_21197",0,0.8443699,"CD3E"
"Cell_21251",4.01447672299024,0.18481658,"CD3E"
"Cell_21252",0,1.0427406,"CD3E"
"Cell_21303",2.8120886918043,0.8265144,"CD3E"
"Cell_21302",0,0.26442713,"CD3E"
"Cell_21320",3.07932588290422,0.7974205,"CD3E"
"Cell_21341",0,0.06419339,"CD3E"
"Cell_21365",3.48865683037092,1.0559088,"CD3E"
"Cell_21364",0,1.0342406,"CD3E"
"Cell_21402",3.18070687371641,0.12972887,"CD3E"
"Cell_21403",0,0.18458605,"CD3E"
"Cell_21404",0,0.115622275,"CD3E"
"Cell_21471",2.66946777947641,1.1322424,"CD3E"
"Cell_21498",0,0.06039815,"CD3E"
"Cell_21547",3.38151906169191,1.0550295,"CD3E"
"Cell_21546",3.63653745998403,0.9091074,"CD3E"
"Cell_21567",2.48026363152708,1.006122,"CD3E"
"Cell_21582",2.88208853558089,0.754679,"CD3E"
"Cell_21583",1.93299015182092,0.7702533,"CD3E"
"Cell_21599",1.93299015182092,1.1375372,"CD3E"
"Cell_21615",0,1.1398476,"CD3E"
"Cell_21614",2.06560089848364,1.2528801,"CD3E"
"Cell_21616",3.89858630039139,1.1670393,"CD3E"
"Cell_21638",2.180911884755,1.1908506,"CD3E"
"Cell_21655",0,0.5547881,"CD3E"
"Cell_21674",2.32108701183734,1.0838307,"CD3E"
"Cell_21715",3.76152675580108,0.8646752,"CD3E"
