"","gt","pred","this_gene"
"cell26921",1.59221901856081,0.24904549,"SERPINA3"
"cell26922",0,0,"SERPINA3"
"cell26923",1.91590665427692,1.1128818,"SERPINA3"
"cell26925",0,0.2275412,"SERPINA3"
"cell26926",0,0.12652938,"SERPINA3"
"cell26927",0,0.024855804,"SERPINA3"
"cell26930",0,0.0756905,"SERPINA3"
"cell26934",1.32981868497524,0,"SERPINA3"
"cell26937",0,0,"SERPINA3"
"cell26939",0,0.13929786,"SERPINA3"
"cell26942",0,0.0049591376,"SERPINA3"
"cell26943",0,0.020211209,"SERPINA3"
"cell26946",0,0.31458813,"SERPINA3"
"cell26954",0,0.16183811,"SERPINA3"
"cell26956",3.46347297148299,1.3842036,"SERPINA3"
"cell26960",0,0.0037550703,"SERPINA3"
"cell26963",1.93668472516988,0.042953726,"SERPINA3"
"cell26966",0.467957223090623,0.6523461,"SERPINA3"
"cell26968",0,0,"SERPINA3"
"cell26975",0,0,"SERPINA3"
"cell26981",0,0.13919763,"SERPINA3"
"cell26983",3.04155684421688,1.5087899,"SERPINA3"
"cell26984",2.87223160275558,1.0412526,"SERPINA3"
"cell26985",0,0.29053447,"SERPINA3"
"cell26986",0,0.16523363,"SERPINA3"
"cell26987",2.71648576819331,1.1601118,"SERPINA3"
"cell26990",0,0,"SERPINA3"
"cell26997",0,0,"SERPINA3"
"cell26998",1.15139736904293,0.3224884,"SERPINA3"
"cell26999",0,0.23760442,"SERPINA3"
"cell27000",0,4.7773124e-06,"SERPINA3"
"cell27001",1.24966679160139,1.4519291,"SERPINA3"
"cell27002",0,0.2113632,"SERPINA3"
"cell27007",0,0.079162166,"SERPINA3"
"cell27008",0,0,"SERPINA3"
"cell27014",0,0.00881023,"SERPINA3"
"cell27016",0,0.08520432,"SERPINA3"
"cell27017",2.29517231355273,1.2529395,"SERPINA3"
"cell27018",1.24433225084654,0.18674989,"SERPINA3"
"cell27019",0,0.04148526,"SERPINA3"
"cell27023",0,0.038250405,"SERPINA3"
"cell27024",0,0,"SERPINA3"
"cell27028",0,1.2291893,"SERPINA3"
"cell27035",0,0.011445149,"SERPINA3"
"cell27036",1.23904581252063,1.4249116,"SERPINA3"
"cell27037",0,0.01086885,"SERPINA3"
"cell27042",1.58921211942268,0.7600797,"SERPINA3"
"cell27043",0,0,"SERPINA3"
"cell27044",0,0,"SERPINA3"
"cell27045",2.09816100502091,1.512006,"SERPINA3"
"cell27047",0,0,"SERPINA3"
"cell27050",2.85406467677101,1.4717509,"SERPINA3"
"cell27051",0,0,"SERPINA3"
"cell27052",2.61300921095412,1.5615205,"SERPINA3"
"cell27054",2.33788304951776,0.039291773,"SERPINA3"
"cell27055",0,0.07006984,"SERPINA3"
"cell27056",3.18984699031845,1.4451606,"SERPINA3"
"cell27057",1.67506439304406,0,"SERPINA3"
"cell27059",0,0,"SERPINA3"
"cell27060",1.20830002371469,0.055951726,"SERPINA3"
"cell27062",0,0,"SERPINA3"
"cell27066",2.26637154596769,1.4230433,"SERPINA3"
"cell27068",2.61300921095412,1.4293877,"SERPINA3"
"cell27071",0,0.0069925413,"SERPINA3"
"cell27072",1.31770176768059,1.2957034,"SERPINA3"
"cell27073",0,0.0071321516,"SERPINA3"
"cell27074",0,0.113204315,"SERPINA3"
"cell27077",0,0.09139754,"SERPINA3"
"cell27079",0,0,"SERPINA3"
"cell27080",0,0,"SERPINA3"
"cell27084",2.55708105432946,1.2332009,"SERPINA3"
"cell27086",1.48089814516113,0.24179053,"SERPINA3"
"cell27089",2.35996945707687,1.441099,"SERPINA3"
"cell27091",1.67002559373257,0.92609686,"SERPINA3"
"cell27092",0,0.009597145,"SERPINA3"
"cell27093",1.68524398282941,0.8554422,"SERPINA3"
"cell27094",0,0,"SERPINA3"
"cell27095",0,1.1960294,"SERPINA3"
"cell27096",0,0.016209532,"SERPINA3"
"cell27098",0,0.30125606,"SERPINA3"
"cell27099",0,0.08502451,"SERPINA3"
"cell27101",0,1.3935599,"SERPINA3"
"cell27102",2.9019394895176,1.4694071,"SERPINA3"
"cell27104",2.3525512786809,1.0724027,"SERPINA3"
"cell27105",1.10810868907598,0.9569422,"SERPINA3"
"cell27106",2.91709949025459,1.3982351,"SERPINA3"
"cell27107",3.66317926464592,1.6373644,"SERPINA3"
"cell27108",2.44550900336597,1.2805827,"SERPINA3"
"cell27109",0,0,"SERPINA3"
"cell27110",3.42898857143971,1.2599585,"SERPINA3"
"cell27111",0,1.342812,"SERPINA3"
"cell27112",2.62070033592921,1.410151,"SERPINA3"
"cell27114",3.16365935179085,1.5446169,"SERPINA3"
"cell27116",0.9283804682326,1.0406818,"SERPINA3"
"cell27119",3.10888392531294,1.4962703,"SERPINA3"
"cell27125",0,0.34537634,"SERPINA3"
"cell27127",2.87223160275558,0.96829283,"SERPINA3"
"cell27128",0,0,"SERPINA3"
"cell27129",0,0.4477024,"SERPINA3"
"cell27133",1.54555776710666,1.1856681,"SERPINA3"
"cell27135",3.01268002084205,1.2538413,"SERPINA3"
"cell27136",0,0,"SERPINA3"
"cell27137",2.01752740963903,1.5832949,"SERPINA3"
"cell27138",3.16798292716355,1.40507,"SERPINA3"
"cell27139",0.830898829825729,0.8701934,"SERPINA3"
"cell27140",1.34217652958477,0.57182837,"SERPINA3"
"cell27143",2.10664176240194,1.338467,"SERPINA3"
"cell27144",0,0.15754898,"SERPINA3"
"cell27147",0,0,"SERPINA3"
"cell27148",1.63567216521159,1.6166935,"SERPINA3"
"cell27150",0,1.5097569,"SERPINA3"
"cell27151",0,1.0897688,"SERPINA3"
"cell27152",2.63625538734203,1.6936029,"SERPINA3"
"cell27153",0,0.0012560011,"SERPINA3"
"cell27154",0,0,"SERPINA3"
"cell27155",0,0,"SERPINA3"
"cell27157",1.84387216567299,1.2155198,"SERPINA3"
"cell27158",2.79509040939494,1.4083315,"SERPINA3"
"cell27160",1.85650932760105,1.7229208,"SERPINA3"
"cell27162",2.40570343878976,1.4300052,"SERPINA3"
"cell27164",2.85149387169164,1.6526368,"SERPINA3"
"cell27165",0,0.070410036,"SERPINA3"
"cell27167",1.59221901856081,1.5090485,"SERPINA3"
"cell27169",1.83762633574429,0.5791195,"SERPINA3"
"cell27171",2.35996945707687,1.786198,"SERPINA3"
"cell27175",2.11397521748273,1.45076,"SERPINA3"
"cell27176",1.14690898395325,1.3910842,"SERPINA3"
"cell27177",1.10810868907598,1.4089673,"SERPINA3"
"cell27181",3.4775486417024,1.4865605,"SERPINA3"
"cell27184",0,0,"SERPINA3"
"cell27185",2.33352561308735,1.5878289,"SERPINA3"
"cell27187",0,1.5341651,"SERPINA3"
"cell27192",2.92585666243228,1.572729,"SERPINA3"
"cell27198",0,0,"SERPINA3"
"cell27200",2.62021796826995,1.9047397,"SERPINA3"
"cell27201",0,0.023458462,"SERPINA3"
"cell27202",1.34217652958477,1.4065677,"SERPINA3"
"cell27204",0,0,"SERPINA3"
"cell27209",2.96121545513942,1.4195218,"SERPINA3"
"cell27210",2.94060759688186,1.4778336,"SERPINA3"
"cell27213",0,0,"SERPINA3"
"cell27214",1.80710055953987,1.6921986,"SERPINA3"
"cell27215",2.74195700168198,1.615909,"SERPINA3"
"cell27217",1.46062976320348,1.6351851,"SERPINA3"
"cell27219",0,1.1697102,"SERPINA3"
"cell27221",2.72833047437788,1.2394055,"SERPINA3"
"cell27222",3.33374785518652,1.1992605,"SERPINA3"
"cell27225",1.26780505024886,1.0368589,"SERPINA3"
"cell27226",3.22207446118135,0.8493864,"SERPINA3"
"cell27227",1.79915236860094,1.6454105,"SERPINA3"
"cell27231",0,0,"SERPINA3"
"cell27232",0,0,"SERPINA3"
"cell27234",2.73476343516982,1.0503469,"SERPINA3"
"cell27237",0,1.356967,"SERPINA3"
"cell27241",1.70954042383514,0.42724252,"SERPINA3"
"cell27242",2.96785330593992,1.1742358,"SERPINA3"
"cell27244",2.92860755011253,0.718108,"SERPINA3"
"cell27245",2.19611879914528,1.5152498,"SERPINA3"
"cell27249",0,0.036016144,"SERPINA3"
"cell27250",2.39022020475427,1.099399,"SERPINA3"
"cell27252",0,0.3696884,"SERPINA3"
"cell27254",0,0.0025974677,"SERPINA3"
"cell27257",2.98800695663127,1.1013114,"SERPINA3"
"cell27258",0,0,"SERPINA3"
"cell27259",1.7166263997119,0.059249338,"SERPINA3"
"cell27264",2.46851697176106,1.4709613,"SERPINA3"
"cell27265",3.77018813178497,0,"SERPINA3"
"cell27266",1.3137150476732,1.452501,"SERPINA3"
"cell27268",2.47018084788559,0.71141636,"SERPINA3"
"cell27270",2.55708105432946,1.476581,"SERPINA3"
"cell27271",2.94370555150491,1.5263151,"SERPINA3"
"cell27272",0,0.3291584,"SERPINA3"
"cell27275",0,0.11182141,"SERPINA3"
"cell27276",1.57142937366731,1.2927481,"SERPINA3"
"cell27277",1.62614166471435,0.9653164,"SERPINA3"
"cell27278",0,0,"SERPINA3"
"cell27279",0,0.01899237,"SERPINA3"
"cell27280",2.03569293939,1.6417836,"SERPINA3"
"cell27281",0.847242691730697,0.11484685,"SERPINA3"
"cell27282",0,0.04360866,"SERPINA3"
"cell27284",0.983335874823729,0.08237939,"SERPINA3"
"cell27287",1.82160883264799,1.2127436,"SERPINA3"
"cell27289",0,0,"SERPINA3"
"cell27293",1.82323712436674,0.067346945,"SERPINA3"
"cell27295",1.42894396171415,1.2154667,"SERPINA3"
"cell27298",0,0.1926448,"SERPINA3"
"cell27299",1.19840680680104,1.3923578,"SERPINA3"
"cell27300",1.17597463146861,0.18664877,"SERPINA3"
"cell27301",0,0.015701316,"SERPINA3"
"cell27302",1.07585699922519,0.93099797,"SERPINA3"
"cell27304",1.40098394794904,1.512186,"SERPINA3"
"cell27305",0,0.0018211335,"SERPINA3"
"cell27306",0,0.1424583,"SERPINA3"
"cell27310",1.52882104667266,1.3111215,"SERPINA3"
"cell27311",0,0,"SERPINA3"
"cell27313",2.50405069127029,1.3294349,"SERPINA3"
"cell27314",0,0.11404345,"SERPINA3"
"cell27315",0.993159045017409,1.2679056,"SERPINA3"
"cell27317",1.10810868907598,1.1491413,"SERPINA3"
"cell27319",2.53553608904743,0.97412443,"SERPINA3"
"cell27322",2.82736895444232,1.3869677,"SERPINA3"
"cell27324",1.81917254389039,1.2821407,"SERPINA3"
"cell27325",0,0.1217592,"SERPINA3"
"cell27326",0,0,"SERPINA3"
"cell27327",2.64214891606802,1.2759278,"SERPINA3"
"cell27329",2.4374189435185,1.3035336,"SERPINA3"
"cell27330",1.54555776710666,1.504232,"SERPINA3"
"cell27331",2.58466574009002,1.3200464,"SERPINA3"
"cell27332",0,0.1486701,"SERPINA3"
"cell27333",1.83142818732909,1.3918437,"SERPINA3"
"cell27337",0,0,"SERPINA3"
"cell27338",0,0.057243016,"SERPINA3"
"cell27340",2.57908925240502,1.4418993,"SERPINA3"
"cell27343",3.51529831790539,1.4420166,"SERPINA3"
"cell27344",0.812995458097774,0.25488088,"SERPINA3"
"cell27345",1.66004814332102,1.2009168,"SERPINA3"
"cell27346",0,0.028808106,"SERPINA3"
"cell27347",2.22669292556859,1.3791853,"SERPINA3"
"cell27350",1.84806284355823,1.5264266,"SERPINA3"
"cell27351",2.06339538851276,1.4820218,"SERPINA3"
"cell27352",0.620461923180687,0.07197898,"SERPINA3"
"cell27353",0,0.022818422,"SERPINA3"
"cell27356",1.35478302662462,0.08095318,"SERPINA3"
"cell27359",0,0.014662233,"SERPINA3"
"cell27360",0.983335874823729,1.4173306,"SERPINA3"
"cell27361",0,0.2529318,"SERPINA3"
"cell27364",1.32981868497524,1.2421639,"SERPINA3"
"cell27365",0,0.032555338,"SERPINA3"
"cell27366",1.81311388003804,1.4826603,"SERPINA3"
"cell27370",0,0.78819394,"SERPINA3"
"cell27372",1.39417709280753,0.9452755,"SERPINA3"
"cell27375",1.56270061710072,1.2244749,"SERPINA3"
"cell27377",0,0.3812433,"SERPINA3"
"cell27378",0.521166603660698,0.519382,"SERPINA3"
"cell27379",0.842505930258973,1.6103541,"SERPINA3"
"cell27380",1.3117313340602,0.78160495,"SERPINA3"
"cell27382",0,0.041124966,"SERPINA3"
"cell27383",1.69556208644867,1.4642156,"SERPINA3"
"cell27384",2.40570343878976,1.2746943,"SERPINA3"
"cell27385",0,0.0032944398,"SERPINA3"
"cell27386",1.99471515364069,0.0136055825,"SERPINA3"
"cell27387",0,0.9431166,"SERPINA3"
"cell27389",2.67212508967549,0.9545889,"SERPINA3"
"cell27390",0,1.5527064,"SERPINA3"
"cell27391",1.49650540038446,1.2719762,"SERPINA3"
"cell27396",1.49650540038446,1.3769549,"SERPINA3"
"cell27397",0,1.2321125,"SERPINA3"
"cell27400",0.900506714868571,0.0434796,"SERPINA3"
"cell27401",1.73828349847956,0.4898532,"SERPINA3"
"cell27404",1.76623120208624,1.1510801,"SERPINA3"
"cell27407",0,0.00015122295,"SERPINA3"
"cell27408",2.53401443922943,1.3040783,"SERPINA3"
"cell27409",2.48485875842805,1.5877036,"SERPINA3"
"cell27412",3.19982224748576,0.51862526,"SERPINA3"
"cell27413",0,0,"SERPINA3"
"cell27414",3.24560935817561,0.98379785,"SERPINA3"
"cell27415",2.67822445371526,1.4069916,"SERPINA3"
"cell27416",1.46564025549792,1.45792,"SERPINA3"
"cell27419",2.95521516437847,1.237348,"SERPINA3"
"cell27423",3.37093410597103,1.0522717,"SERPINA3"
"cell27424",0,0.036691606,"SERPINA3"
"cell27426",0,0.020345027,"SERPINA3"
"cell27429",0,0,"SERPINA3"
"cell27431",1.69556208644867,1.3753258,"SERPINA3"
"cell27432",0,0.07426643,"SERPINA3"
"cell27433",1.36764625325269,1.2098716,"SERPINA3"
"cell27435",0.644030052405981,1.1430366,"SERPINA3"
"cell27437",0.830898829825729,0.008869166,"SERPINA3"
"cell27438",2.56253899919779,1.3729413,"SERPINA3"
"cell27439",0,0.032872986,"SERPINA3"
"cell27440",1.35478302662462,1.1568788,"SERPINA3"
"cell27443",2.29517231355273,1.3484169,"SERPINA3"
"cell27444",0,0.027886052,"SERPINA3"
"cell27445",0,0.041562624,"SERPINA3"
"cell27448",0.922663873909704,1.1657692,"SERPINA3"
"cell27449",0,0,"SERPINA3"
"cell27451",0,0.009687386,"SERPINA3"
"cell27452",0.795866371465674,1.3721946,"SERPINA3"
"cell27456",2.04095307286074,1.0197467,"SERPINA3"
"cell27458",1.27150012385741,1.0383971,"SERPINA3"
"cell27463",3.05792440790036,1.2048188,"SERPINA3"
"cell27464",0,0.25458142,"SERPINA3"
"cell27466",2.17750971439919,1.193403,"SERPINA3"
"cell27467",0,0.0015089065,"SERPINA3"
"cell27468",0,0.108097814,"SERPINA3"
"cell27469",2.31273809367986,0.98111916,"SERPINA3"
"cell27470",1.00999250499605,1.1620462,"SERPINA3"
"cell27472",0,0,"SERPINA3"
"cell27473",0,1.3076645,"SERPINA3"
"cell27474",2.13082177159348,1.2098261,"SERPINA3"
"cell27475",0,1.0852761,"SERPINA3"
"cell27476",0,1.0207686,"SERPINA3"
"cell27477",1.30581838491574,0,"SERPINA3"
"cell27478",0,0.06496369,"SERPINA3"
"cell27480",2.47018084788559,1.1414744,"SERPINA3"
"cell27483",0.744965127362308,1.2532415,"SERPINA3"
"cell27486",2.55029929910684,1.2672647,"SERPINA3"
"cell27487",1.09173344898525,1.2270321,"SERPINA3"
"cell27488",0,0,"SERPINA3"
"cell27489",0,1.1544337,"SERPINA3"
"cell27492",2.35996945707687,1.2470541,"SERPINA3"
"cell27494",2.5940274593465,1.241629,"SERPINA3"
"cell27496",0,0.03373046,"SERPINA3"
"cell27497",0,0,"SERPINA3"
"cell27499",0,0.7584672,"SERPINA3"
"cell27500",1.32981868497524,1.2592428,"SERPINA3"
"cell27507",1.66502029811652,1.3442837,"SERPINA3"
"cell27508",0.793777122964996,0.055950593,"SERPINA3"
"cell27509",2.29935876978608,0.77294403,"SERPINA3"
"cell27510",0,0.015059525,"SERPINA3"
"cell27513",1.07585699922519,1.2740488,"SERPINA3"
"cell27515",1.53435579275651,1.0747256,"SERPINA3"
"cell27516",1.46564025549792,1.28768,"SERPINA3"
"cell27519",1.78348968142548,1.4749001,"SERPINA3"
"cell27521",2.20873609914916,1.607191,"SERPINA3"
"cell27522",0,0.026345408,"SERPINA3"
"cell27523",2.71648576819331,1.2140299,"SERPINA3"
"cell27526",2.53909547192115,1.251782,"SERPINA3"
"cell27527",0.917019588650378,1.0440551,"SERPINA3"
"cell27528",0,1.075829,"SERPINA3"
"cell27529",2.69259515806364,1.0731083,"SERPINA3"
"cell27531",0,0.019238532,"SERPINA3"
"cell27533",0,0.5487125,"SERPINA3"
"cell27534",2.78187484907908,1.5379537,"SERPINA3"
"cell27535",0,0,"SERPINA3"
"cell27536",0,0.026928877,"SERPINA3"
"cell27537",2.70926183957693,1.4881445,"SERPINA3"
"cell27539",2.8186140270693,1.5190377,"SERPINA3"
"cell27540",2.26098348287032,1.3992574,"SERPINA3"
"cell27541",3.0970592630919,0.9684016,"SERPINA3"
"cell27542",1.83142818732909,1.5541943,"SERPINA3"
"cell27545",0,0.07996963,"SERPINA3"
"cell27549",3.13243969481149,1.55056,"SERPINA3"
"cell27551",0,0.053015828,"SERPINA3"
"cell27552",3.17558838253923,1.3014128,"SERPINA3"
"cell27554",2.03779321147641,1.5402968,"SERPINA3"
"cell27556",2.21785451884179,1.3959149,"SERPINA3"
"cell27557",1.63567216521159,1.0657383,"SERPINA3"
"cell27558",0,0.010509968,"SERPINA3"
"cell27561",1.63567216521159,0.04659894,"SERPINA3"
"cell27563",2.83856076907203,0.52065927,"SERPINA3"
"cell27564",2.45366537034637,1.0476363,"SERPINA3"
"cell27566",1.92277581501429,1.5282791,"SERPINA3"
"cell27570",1.69556208644867,1.1742626,"SERPINA3"
"cell27571",0,0.027531607,"SERPINA3"
"cell27572",2.4660263314308,1.5121702,"SERPINA3"
"cell27573",3.54877592129413,1.406921,"SERPINA3"
"cell27576",4.0208097467344,0.40046364,"SERPINA3"
"cell27579",0,0.25039876,"SERPINA3"
"cell27580",0.817396643980293,0.52817535,"SERPINA3"
"cell27582",2.65489097165082,0.8787085,"SERPINA3"
"cell27583",1.61673288704393,1.0709556,"SERPINA3"
"cell27584",1.21836762880007,0.08228927,"SERPINA3"
"cell27585",0.756111657208812,0.45773825,"SERPINA3"
"cell27586",1.60437286309469,0.571927,"SERPINA3"
"cell27589",0,0.012582465,"SERPINA3"
"cell27594",0,1.0904306,"SERPINA3"
"cell27597",0,0.05194352,"SERPINA3"
"cell27598",2.3451893871543,0.06516295,"SERPINA3"
"cell27599",0.795866371465674,1.0015167,"SERPINA3"
"cell27600",0,0,"SERPINA3"
"cell27601",0,0.05500908,"SERPINA3"
"cell27602",0,0.42228338,"SERPINA3"
"cell27603",0,0.083938025,"SERPINA3"
"cell27608",0,0.08553156,"SERPINA3"
"cell27610",0,0.34443182,"SERPINA3"
"cell27612",0,0.21977606,"SERPINA3"
"cell27613",0,0.05588868,"SERPINA3"
"cell27614",0.812995458097774,0.59306747,"SERPINA3"
"cell27615",2.35996945707687,0.019878013,"SERPINA3"
"cell27616",1.38077465985071,0.10743483,"SERPINA3"
"cell27617",0,0.09652137,"SERPINA3"
"cell27619",0,0.110860586,"SERPINA3"
"cell27621",0,0.14155856,"SERPINA3"
"cell27622",0,1.0531446,"SERPINA3"
"cell27625",0,0.64061815,"SERPINA3"
"cell27627",1.47322632117459,0.025008703,"SERPINA3"
"cell27628",0,1.1402501,"SERPINA3"
"cell27630",0,0.08925226,"SERPINA3"
"cell27631",0,0.18462928,"SERPINA3"
"cell27634",0,0.19514231,"SERPINA3"
"cell27637",1.42184155249544,0.068470195,"SERPINA3"
"cell27638",0,0.1787787,"SERPINA3"
"cell27639",0,0,"SERPINA3"
"cell27640",0,0.08861204,"SERPINA3"
"cell27641",0,0.31064272,"SERPINA3"
"cell27642",0,0.49203044,"SERPINA3"
"cell27643",0,0,"SERPINA3"
"cell27644",0,0,"SERPINA3"
"cell27645",0,0.017620629,"SERPINA3"
"cell27648",0,0,"SERPINA3"
"cell27649",1.20830002371469,0.0149560245,"SERPINA3"
"cell27650",0,0.065409854,"SERPINA3"
"cell27651",0,0.64963126,"SERPINA3"
"cell27652",0,0,"SERPINA3"
"cell27653",0,0.07534527,"SERPINA3"
"cell27654",0,0.060724925,"SERPINA3"
"cell27655",1.12931739587872,0.0510714,"SERPINA3"
"cell27657",0,0.08397187,"SERPINA3"
"cell27659",3.38408255968423,0.67986184,"SERPINA3"
"cell27660",0,0.4611856,"SERPINA3"
"cell27661",0,0.16781926,"SERPINA3"
"cell27662",1.51247510501477,0.083600484,"SERPINA3"
"cell27664",0,0.12478888,"SERPINA3"
"cell27665",0,0.044435974,"SERPINA3"
"cell27667",3.25535356026034,1.1552863,"SERPINA3"
"cell27668",0,0.39547968,"SERPINA3"
"cell27669",0,0,"SERPINA3"
"cell27670",0.874307256048375,0.13560316,"SERPINA3"
"cell27674",3.06370939339703,0.45213556,"SERPINA3"
"cell27676",1.45071930507623,0.3410213,"SERPINA3"
"cell27677",0,0.9856772,"SERPINA3"
"cell27678",4.11322701380668,0.985352,"SERPINA3"
"cell27679",3.81253412645563,1.0300554,"SERPINA3"
"cell27683",0,0.008903081,"SERPINA3"
"cell27684",1.30581838491574,0.021031179,"SERPINA3"
"cell27685",1.3137150476732,0.98860514,"SERPINA3"
"cell27686",3.61515332979117,1.3813003,"SERPINA3"
"cell27688",1.38077465985071,0.027372068,"SERPINA3"
"cell27689",0,0.19936779,"SERPINA3"
"cell27691",2.54356225231514,0.8969018,"SERPINA3"
"cell27692",0,0.21850514,"SERPINA3"
"cell27693",0,0,"SERPINA3"
"cell27695",2.26869014478466,0.5501648,"SERPINA3"
"cell27696",0,0.05085354,"SERPINA3"
"cell27698",2.27451159580895,0.5486971,"SERPINA3"
"cell27702",3.26271538569432,1.3709028,"SERPINA3"
"cell27703",0,0.9868092,"SERPINA3"
"cell27704",3.55426304310912,1.0238279,"SERPINA3"
"cell27706",2.84330776255128,0.57176846,"SERPINA3"
"cell27710",1.07585699922519,0.966039,"SERPINA3"
"cell27711",3.32644873452296,0.49426207,"SERPINA3"
"cell27715",1.1697271678043,1.2141228,"SERPINA3"
"cell27717",0,1.3435644,"SERPINA3"
"cell27718",3.19249867161871,0.9702961,"SERPINA3"
"cell27719",3.19982224748576,0.6193103,"SERPINA3"
"cell27720",0,0.033942904,"SERPINA3"
"cell27721",1.54555776710666,0.33752432,"SERPINA3"
"cell27722",3.52814800818628,1.3279781,"SERPINA3"
"cell27723",3.92831626554784,1.0616568,"SERPINA3"
"cell27726",2.99617116808415,1.2127124,"SERPINA3"
"cell27728",0,0.06736132,"SERPINA3"
"cell27729",1.26413274301599,1.0193653,"SERPINA3"
"cell27730",2.19611879914528,1.3531061,"SERPINA3"
"cell27731",0,0.4073701,"SERPINA3"
"cell27732",2.73476343516982,1.1480167,"SERPINA3"
"cell27735",3.9120963121679,0.9482296,"SERPINA3"
"cell27743",3.07244255270299,0.45064846,"SERPINA3"
"cell27744",0.864261950008026,0.9437686,"SERPINA3"
"cell27746",0,0,"SERPINA3"
"cell27747",0.578211805486838,0.6316606,"SERPINA3"
"cell27749",3.77333788936025,1.3147564,"SERPINA3"
"cell27750",2.08975973254127,1.444267,"SERPINA3"
"cell27751",0,0.03589193,"SERPINA3"
"cell27752",1.62425025286196,1.1785164,"SERPINA3"
"cell27755",1.28272420454731,0.11180072,"SERPINA3"
"cell27756",3.28007513092197,1.1952645,"SERPINA3"
"cell27758",0,0.41234097,"SERPINA3"
"cell27767",0,0,"SERPINA3"
"cell27769",0,0.19554715,"SERPINA3"
"cell27771",1.05292685148674,0.035041947,"SERPINA3"
"cell27772",0,0.031537678,"SERPINA3"
"cell27775",0,0.20778273,"SERPINA3"
"cell27778",0,0.1405736,"SERPINA3"
"cell27780",0,0.17115633,"SERPINA3"
"cell27783",0,0,"SERPINA3"
"cell27784",0,0,"SERPINA3"
"cell27785",0,0.020106886,"SERPINA3"
"cell27788",0,0.1277256,"SERPINA3"
"cell27789",0,0,"SERPINA3"
"cell27790",0,0.04095793,"SERPINA3"
"cell27791",0,0.21594611,"SERPINA3"
"cell27794",0,0.09261344,"SERPINA3"
"cell27795",1.46564025549792,0,"SERPINA3"
"cell27797",0,0.14293812,"SERPINA3"
"cell27799",0,0,"SERPINA3"
"cell27800",0,0,"SERPINA3"
"cell27803",0,0,"SERPINA3"
"cell27804",0,0,"SERPINA3"
"cell27805",0,0.0073261084,"SERPINA3"
"cell27810",0,0,"SERPINA3"
"cell27811",0,0.16539828,"SERPINA3"
"cell27813",0,0,"SERPINA3"
"cell27816",0,0.23290037,"SERPINA3"
"cell27818",0,0.114295624,"SERPINA3"
"cell27820",0,0,"SERPINA3"
"cell27824",0,0,"SERPINA3"
"cell27826",0,0,"SERPINA3"
"cell27827",0.840157912331009,0,"SERPINA3"
"cell27829",0,0,"SERPINA3"
"cell27830",0,0.14797367,"SERPINA3"
"cell27835",0,0.41939887,"SERPINA3"
"cell27837",0,0.104249656,"SERPINA3"
"cell27839",0,0.22641292,"SERPINA3"
"cell27840",0,0,"SERPINA3"
"cell27841",0,0,"SERPINA3"
"cell27843",0,0.0038308918,"SERPINA3"
"cell27844",0,0.020586679,"SERPINA3"
"cell27845",0,0,"SERPINA3"
"cell27848",0,0,"SERPINA3"
"cell27856",0,0.0735433,"SERPINA3"
"cell27857",0,0,"SERPINA3"
"cell27858",2.25029873687105,0.2266665,"SERPINA3"
"cell27859",0,0.14684041,"SERPINA3"
"cell27862",0,0.03580356,"SERPINA3"
"cell27865",0,0.19348276,"SERPINA3"
"cell27866",0,0,"SERPINA3"
"cell27869",0,0,"SERPINA3"
"cell27870",0,0.72261167,"SERPINA3"
"cell27873",0,0.14687096,"SERPINA3"
"cell27875",1.42184155249544,0,"SERPINA3"
"cell27877",0,0,"SERPINA3"
"cell27881",0,0.1349328,"SERPINA3"
"cell27885",0,0.028665889,"SERPINA3"
"cell27886",0,0.06123471,"SERPINA3"
"cell27890",0,0.04802623,"SERPINA3"
"cell27891",0,0.08980911,"SERPINA3"
"cell27893",0,0,"SERPINA3"
"cell27895",0,0.0036524446,"SERPINA3"
"cell27896",0,0,"SERPINA3"
"cell27897",1.0238931393024,0.09526134,"SERPINA3"
"cell27899",0,0.022643944,"SERPINA3"
"cell27901",0,0.13405924,"SERPINA3"
"cell27903",0,0.023941748,"SERPINA3"
"cell27904",1.38077465985071,1.0653303,"SERPINA3"
"cell27905",0,0.29127413,"SERPINA3"
"cell27906",0,0.12902088,"SERPINA3"
"cell27908",0,0.04580107,"SERPINA3"
"cell27909",0,0.001564014,"SERPINA3"
"cell27911",0,0.58558005,"SERPINA3"
"cell27912",1.83970295113812,0.069810234,"SERPINA3"
"cell27916",0,0.0031775832,"SERPINA3"
"cell27918",0,0.038838994,"SERPINA3"
"cell27920",0,0.12544453,"SERPINA3"
"cell27922",0,0,"SERPINA3"
"cell27923",0.993159045017409,0.02375637,"SERPINA3"
"cell27925",0,0.023186684,"SERPINA3"
"cell27927",0,0.03713704,"SERPINA3"
"cell27928",0,0,"SERPINA3"
"cell27929",0,0.069102645,"SERPINA3"
"cell27930",0,0.35972103,"SERPINA3"
"cell27931",0,0,"SERPINA3"
"cell27932",0,0.060618807,"SERPINA3"
"cell27936",0,0.31296745,"SERPINA3"
"cell27937",0,0.29683676,"SERPINA3"
"cell27941",0,0,"SERPINA3"
"cell27943",0,0.036368173,"SERPINA3"
"cell27947",0,0.045928694,"SERPINA3"
"cell27948",0,0.045206223,"SERPINA3"
"cell27950",0,0.23481579,"SERPINA3"
"cell27954",0,0.09578228,"SERPINA3"
"cell27956",0,0.04930235,"SERPINA3"
"cell27958",0,0,"SERPINA3"
"cell27959",0,0.08360288,"SERPINA3"
